"PWS.ID","PWS.Name","PWS.Type","Primary.Source","Counties.Served","Cities.Served","PopulationServed.Count","Number.of.Facilities","Owner.Type","Facility.Id","Facility.Name","EPA.Region","Primacy.Agency","Facility.Type.Description","Is.Source.Ind","Activity.Status","Deactivation.Date","Facility.Activity","Facility.Deactivation.Date","Water.Type.Description","Availability.Description","Primacy.Type","Season.Begin.Date","Season.End.Date","Population.Served.Count","Service.Connections.Count","Is.Wholesaler","Seller.Pwsid","Seller.Pws.Name","Seller.Treatment.Description","Filtration.Status.Description","Treatment.Process","Treatment.Objective","LAKE_HISTORY_ID","Previous_Assessment","LOCATION_WATERBODY_CLASSIFICATION","LOCATION_PWL_ID","LAKE_FIN","LAKE_WATERBODY_NAME","Number.of.Violations","Number.of.Site.Visits"
"NY1700018","GLOVERSVILLE (C) WATER WORKS","Community water system","Surface water","Fulton","GLOVERSVILLE (C)",17991,27,"Local government",29939,"PORT CREEK RESERVOIR","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",17991,6751,"N","","","","Filtration already in place","","","1104POR0152E","UnAssessed","A","1104-0127","H-369-P127-33-3-1-P152E","Port Reservoir",NA,NA
"NY1700018","GLOVERSVILLE (C) WATER WORKS","Community water system","Surface water","Fulton","GLOVERSVILLE (C)",17991,27,"Local government",29939,"PORT CREEK RESERVOIR","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",17991,6751,"N","","","","Filtration already in place","","","1104CAM0152","UnAssessed","A","1104-0125","H-369-P127-33-1-P152","Cameron Reservoir",NA,NA
"NY1700018","GLOVERSVILLE (C) WATER WORKS","Community water system","Surface water","Fulton","GLOVERSVILLE (C)",17991,27,"Local government",29939,"PORT CREEK RESERVOIR","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",17991,6751,"N","","","","Filtration already in place","","","1104JAC0151","UnAssessed","A","1104-0125","H-369-P127-33-1-P151","Jackson Summit Reservoir",NA,NA
"NY1700018","GLOVERSVILLE (C) WATER WORKS","Community water system","Surface water","Fulton","GLOVERSVILLE (C)",17991,27,"Local government",29944,"CAMERON RESERVOIR","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",17991,6751,"N","","","","Filtration already in place","","","1201VAN0689","UnAssessed","C","1201-0139","H-240-127-25-P686-4-P689","Vandenburg Pond",NA,NA
"NY1700018","GLOVERSVILLE (C) WATER WORKS","Community water system","Surface water","Fulton","GLOVERSVILLE (C)",17991,27,"Local government",29944,"CAMERON RESERVOIR","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",17991,6751,"N","","","","Filtration already in place","","","1104RIC0152D","UnAssessed","A","1104-0127","H-369-P127-33-3-1-P152D","Rice Reservoir",NA,NA
"NY1700018","GLOVERSVILLE (C) WATER WORKS","Community water system","Surface water","Fulton","GLOVERSVILLE (C)",17991,27,"Local government",29944,"CAMERON RESERVOIR","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",17991,6751,"N","","","","Filtration already in place","","","1104POR0152E","UnAssessed","A","1104-0127","H-369-P127-33-3-1-P152E","Port Reservoir",NA,NA
"NY1700018","GLOVERSVILLE (C) WATER WORKS","Community water system","Surface water","Fulton","GLOVERSVILLE (C)",17991,27,"Local government",29944,"CAMERON RESERVOIR","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",17991,6751,"N","","","","Filtration already in place","","","1104CAM0152","UnAssessed","A","1104-0125","H-369-P127-33-1-P152","Cameron Reservoir",NA,NA
"NY1700018","GLOVERSVILLE (C) WATER WORKS","Community water system","Surface water","Fulton","GLOVERSVILLE (C)",17991,27,"Local government",29944,"CAMERON RESERVOIR","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",17991,6751,"N","","","","Filtration already in place","","","1104JAC0151","UnAssessed","A","1104-0125","H-369-P127-33-1-P151","Jackson Summit Reservoir",NA,NA
"NY1700018","GLOVERSVILLE (C) WATER WORKS","Community water system","Surface water","Fulton","GLOVERSVILLE (C)",17991,27,"Local government",49130,"CONTROL POND","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",17991,6751,"N","","","","Filtration already in place","","","1201VAN0689","UnAssessed","C","1201-0139","H-240-127-25-P686-4-P689","Vandenburg Pond",NA,NA
"NY1700018","GLOVERSVILLE (C) WATER WORKS","Community water system","Surface water","Fulton","GLOVERSVILLE (C)",17991,27,"Local government",49130,"CONTROL POND","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",17991,6751,"N","","","","Filtration already in place","","","1104RIC0152D","UnAssessed","A","1104-0127","H-369-P127-33-3-1-P152D","Rice Reservoir",NA,NA
"NY1700018","GLOVERSVILLE (C) WATER WORKS","Community water system","Surface water","Fulton","GLOVERSVILLE (C)",17991,27,"Local government",49130,"CONTROL POND","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",17991,6751,"N","","","","Filtration already in place","","","1104POR0152E","UnAssessed","A","1104-0127","H-369-P127-33-3-1-P152E","Port Reservoir",NA,NA
"NY1700018","GLOVERSVILLE (C) WATER WORKS","Community water system","Surface water","Fulton","GLOVERSVILLE (C)",17991,27,"Local government",49130,"CONTROL POND","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",17991,6751,"N","","","","Filtration already in place","","","1104CAM0152","UnAssessed","A","1104-0125","H-369-P127-33-1-P152","Cameron Reservoir",NA,NA
"NY1700018","GLOVERSVILLE (C) WATER WORKS","Community water system","Surface water","Fulton","GLOVERSVILLE (C)",17991,27,"Local government",49130,"CONTROL POND","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",17991,6751,"N","","","","Filtration already in place","","","1104JAC0151","UnAssessed","A","1104-0125","H-369-P127-33-1-P151","Jackson Summit Reservoir",NA,NA
"NY1700018","GLOVERSVILLE (C) WATER WORKS","Community water system","Surface water","Fulton","GLOVERSVILLE (C)",17991,27,"Local government",29940,"JACKSON SUMMIT RESERVOIR","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",17991,6751,"N","","","","Filtration already in place","","","1104JAC0151","UnAssessed","A","1104-0125","H-369-P127-33-1-P151","Jackson Summit Reservoir",NA,NA
"NY1700018","GLOVERSVILLE (C) WATER WORKS","Community water system","Surface water","Fulton","GLOVERSVILLE (C)",17991,27,"Local government",29940,"JACKSON SUMMIT RESERVOIR","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",17991,6751,"N","","","","Filtration already in place","","","1104POR0152E","UnAssessed","A","1104-0127","H-369-P127-33-3-1-P152E","Port Reservoir",NA,NA
"NY1700018","GLOVERSVILLE (C) WATER WORKS","Community water system","Surface water","Fulton","GLOVERSVILLE (C)",17991,27,"Local government",29940,"JACKSON SUMMIT RESERVOIR","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",17991,6751,"N","","","","Filtration already in place","","","1104CAM0152","UnAssessed","A","1104-0125","H-369-P127-33-1-P152","Cameron Reservoir",NA,NA
"NY1700019","JOHNSTOWN (C) WATER WORKS","Community water system","Surface water","Fulton","JOHNSTOWN (C)",8743,21,"Local government",29946,"CHRISTMAN RESERVOIR","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",8743,3200,"N","","","","Filtration already in place","","","1201COR0664","No Known Impact","AA(T)","1201-0120","H-240-89-8-P664","Cork Center Reservoir",NA,NA
"NY1700019","JOHNSTOWN (C) WATER WORKS","Community water system","Surface water","Fulton","JOHNSTOWN (C)",8743,21,"Local government",29945,"APPLE BESSIE","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",8743,3200,"N","","","","Filtration already in place","","","1201COR0664","No Known Impact","AA(T)","1201-0120","H-240-89-8-P664","Cork Center Reservoir",NA,NA
"NY1700019","JOHNSTOWN (C) WATER WORKS","Community water system","Surface water","Fulton","JOHNSTOWN (C)",8743,21,"Local government",29948,"SYLVAN FALLS","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",8743,3200,"N","","","","Filtration already in place","","","1201COR0664","No Known Impact","AA(T)","1201-0120","H-240-89-8-P664","Cork Center Reservoir",NA,NA
"NY1700019","JOHNSTOWN (C) WATER WORKS","Community water system","Surface water","Fulton","JOHNSTOWN (C)",8743,21,"Local government",29950,"CORK CENTER INTAKE RES.","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",8743,3200,"N","","","","Filtration already in place","","","1201COR0664","No Known Impact","AA(T)","1201-0120","H-240-89-8-P664","Cork Center Reservoir",NA,NA
"NY1700019","JOHNSTOWN (C) WATER WORKS","Community water system","Surface water","Fulton","JOHNSTOWN (C)",8743,21,"Local government",29949,"HYDADDY RESERVOIR","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",8743,3200,"N","","","","Filtration already in place","","","1201COR0664","No Known Impact","AA(T)","1201-0120","H-240-89-8-P664","Cork Center Reservoir",NA,NA
"NY1900024","ATHENS VILLAGE","Community water system","Surface water","Greene","ATHENS (V)",1700,6,"Local government",29963,"HOLLISTER LAKE RESERVOIR","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",1700,650,"N","","","","Filtration already in place","","","1309HOL0913","Needs Verification","A","1309-0007","H-193-1-P913","Hollister Lake",NA,NA
"NY1900026","CATSKILL VILLAGE","Community water system","Surface water","Greene","CATSKILL (T), CATSKILL (V)",8000,7,"Local government",29966,"POTIC RESERVOIR","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",8000,2132,"N","","","","Filtration already in place","","","1309POT0925A","Threatened","A","1309-0024","H-193-9-2-P925A","Potic Reservoir",NA,NA
"NY1900027","COXSACKIE VILLAGE","Community water system","Surface water","Greene","COXSACKIE (T), COXSACKIE (V), NEW BALTIMORE (T)",4010,9,"Local government",29967,"CLIMAX RESERVOIR","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",4010,967,"N","","","","Filtration already in place","","","1301COX0152B","UnAssessed","A","1301-0227","H-208-4-PN152B","Coxsackie Reservoir",NA,NA
"NY1902012","COXSACKIE CORRECTIONAL FACILITY","Community water system","Surface water","Greene","COXSACKIE (T)",2000,10,"State government",29974,"INSTITUTION RESERVOIR","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",2000,11,"N","","","","Filtration already in place","","","1301BRO0155","UnAssessed","B","1301-0229","H-208-6-PN155","Broncks Lake",NA,NA
"NY1902012","COXSACKIE CORRECTIONAL FACILITY","Community water system","Surface water","Greene","COXSACKIE (T)",2000,10,"State government",29975,"BRONCK'S LAKE","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",2000,11,"N","","","","Filtration already in place","","","1301BRO0155","UnAssessed","B","1301-0229","H-208-6-PN155","Broncks Lake",NA,NA
"NY1915264","SLEEPY HOLLOW LAKE WATER CO.","Community water system","Surface water","Greene","ATHENS (T)",2000,9,"Private",29981,"SLEEPY HOLLOW LAKE","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",2000,660,"N","","","","Filtration already in place","","","1301SLE6666","Impaired","A","1301-0059","H-202-P6666","Sleepy Hollow Lake",NA,NA
"NY2000135","BLUE MT LAKE WD","Community water system","Surface water","Hamilton","INDIAN LAKE (T)",400,5,"Local government",29987,"BLUE MT LAKE INTAKE","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",400,150,"N","","","","Filtration already in place","","","0903BLU0307","Impaired","A(T)","0903-0204","SL-1-P293-4-P307","Blue Mountain Lake",85,26
"NY2102307","ILION (V) WATER WORKS","Community water system","Surface water","Herkimer","ILION (V)",8053,27,"Local government",30016,"HAWKES CREEK INTAKE #2 PRIMARY","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",8053,2900,"N","","","","Filtration already in place","","","1201UWB0940A","Threatened","A(T)","1201-0198","H-240-187-1-P940A","Ilion Reservoir No 3",NA,NA
"NY2102307","ILION (V) WATER WORKS","Community water system","Surface water","Herkimer","ILION (V)",8053,27,"Local government",30014,"AUX. INTAKE #6A UNNAMED STEELE CR TRIB.","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",8053,2900,"N","","","","Filtration already in place","","","1201UWB0940A","Threatened","A(T)","1201-0198","H-240-187-1-P940A","Ilion Reservoir No 3",NA,NA
"NY2102307","ILION (V) WATER WORKS","Community water system","Surface water","Herkimer","ILION (V)",8053,27,"Local government",83546,"WELL - SHALLOW PRODUCTION","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",8053,2900,"N","","","","","","","1201UWB0940A","Threatened","A(T)","1201-0198","H-240-187-1-P940A","Ilion Reservoir No 3",NA,NA
"NY2102307","ILION (V) WATER WORKS","Community water system","Surface water","Herkimer","ILION (V)",8053,27,"Local government",30018,"CLAPSADDLE CR RES #3(FERNCLIFF)","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",8053,2900,"N","","","","Filtration already in place","","","1201UWB0940A","Threatened","A(T)","1201-0198","H-240-187-1-P940A","Ilion Reservoir No 3",NA,NA
"NY2102307","ILION (V) WATER WORKS","Community water system","Surface water","Herkimer","ILION (V)",8053,27,"Local government",30013,"AUX. INTAKE #6B, UNNAMED STEELE CR TRIB.","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",8053,2900,"N","","","","Filtration already in place","","","1201UWB0940A","Threatened","A(T)","1201-0198","H-240-187-1-P940A","Ilion Reservoir No 3",NA,NA
"NY2102307","ILION (V) WATER WORKS","Community water system","Surface water","Herkimer","ILION (V)",8053,27,"Local government",30015,"LITCHFIELD CR INTAKE #3 PRIMARY","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",8053,2900,"N","","","","Filtration already in place","","","1201UWB0940A","Threatened","A(T)","1201-0198","H-240-187-1-P940A","Ilion Reservoir No 3",NA,NA
"NY2102307","ILION (V) WATER WORKS","Community water system","Surface water","Herkimer","ILION (V)",8053,27,"Local government",30012,"INTAKE #5 AT DAM ON STEELE CR","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",8053,2900,"N","","","","Filtration already in place","","","1201UWB0940A","Threatened","A(T)","1201-0198","H-240-187-1-P940A","Ilion Reservoir No 3",NA,NA
"NY2102307","ILION (V) WATER WORKS","Community water system","Surface water","Herkimer","ILION (V)",8053,27,"Local government",30011,"HAWKES CREEK INTAKE #1 PRIMARY","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",8053,2900,"N","","","","Filtration already in place","","","1201UWB0940A","Threatened","A(T)","1201-0198","H-240-187-1-P940A","Ilion Reservoir No 3",NA,NA
"NY2102307","ILION (V) WATER WORKS","Community water system","Surface water","Herkimer","ILION (V)",8053,27,"Local government",83545,"WELL - DEEP PRODUCTION","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",8053,2900,"N","","","","","","","1201UWB0940A","Threatened","A(T)","1201-0198","H-240-187-1-P940A","Ilion Reservoir No 3",NA,NA
"NY2102308","LITTLE FALLS CITY","Community water system","Surface water","Herkimer","LITTLE FALLS (C)",4946,21,"Local government",30022,"KING SPRING #1","Region 2","New York","Spring","Y","Active",NA,"Active","","Ground water under the influence of surface water","Permanent","State","","",4946,1807,"N","","","","Filtration already in place","","","1201KLO0708","UnAssessed","C","1201-0160","H-240-144-9-15-P708","Klondike Reservoir",NA,NA
"NY2102308","LITTLE FALLS CITY","Community water system","Surface water","Herkimer","LITTLE FALLS (C)",4946,21,"Local government",30023,"BEAVER CREEK RESERVOIR","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",4946,1807,"N","","","","Filtration already in place","","","1201KLO0708","UnAssessed","C","1201-0160","H-240-144-9-15-P708","Klondike Reservoir",NA,NA
"NY2102308","LITTLE FALLS CITY","Community water system","Surface water","Herkimer","LITTLE FALLS (C)",4946,21,"Local government",30021,"KLONDIKE IMPOUNDING RESERVOIR","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",4946,1807,"N","","","","Filtration already in place","","","1201KLO0708","UnAssessed","C","1201-0160","H-240-144-9-15-P708","Klondike Reservoir",NA,NA
