"LOCATION_PWL_ID","waterbody","huc_10","basin_name","class","water_type","segment_assessment","LAKE_HISTORY_ID","LOCATION_HISTORY_ID","LOCATION_COUNTY","LOCATION_NAME","LOCATION_TYPE","LOCATION_X_COORDINATE","LOCATION_Y_COORDINATE","LOCATION_HORIZONTAL_METHOD","LOCATION_HORIZONTAL_DATUM","LOCATION_WATERBODY_CLASSIFICATION"
"0202-0003","Lower Cassadaga Lake",501000203,"Allegheny River","b","pond","IR4c_impaired","0202LCA0133","0202LCA0133_C","Chautauqua","LOWER CASSADAGA LAKE CENTROID","CENTROID",-79.317299,42.345501,"INTERPOLATION-OTHER","NAD83","B"
"0202-0003","Lower Cassadaga Lake",501000203,"Allegheny River","b","pond","IR4c_impaired","0202LCA0133","0202LCA0133_BEACH","Chautauqua","CASSADAGA VILLAGE BEACH","SHORE",-79.311931,42.345124,"INTERPOLATION-OTHER","NAD83","B"
"0202-0003","Lower Cassadaga Lake",501000203,"Allegheny River","b","pond","IR4c_impaired","0202LCA0133","0202LCA0133_DH","Chautauqua","LOWER CASSADAGA LAKE DEEP HOLE","DEEP HOLE",-79.317402,42.345028,"GPS WIDE AREA AUGMENTATION SYSTEM","NAD83","B"
"0202-0004","Findley Lake",501000401,"Allegheny River","b","pond","IR5_impaired","0202FIN0153","0202FIN0153_N","Chautauqua","FINDLEY LAKE N SHORE/BOAT LAUNCH","SHORE",-79.734506,42.119052,"INTERPOLATION-OTHER","NAD83","B"
"0202-0004","Findley Lake",501000401,"Allegheny River","b","pond","IR5_impaired","0202FIN0153","0202FIN0153_E","Chautauqua","FINDLEY LAKE EAST SHORE","SHORE",-79.721069,42.103403,"INTERPOLATION-OTHER","NAD83","B"
"0202-0004","Findley Lake",501000401,"Allegheny River","b","pond","IR5_impaired","0202FIN0153","0202FIN0153_BEACH_1","Chautauqua","PARADISE BAY PARK & CAMPGROUND","SHORE",-79.728066,42.101428,"INTERPOLATION-OTHER","NAD83","B"
"0202-0004","Findley Lake",501000401,"Allegheny River","b","pond","IR5_impaired","0202FIN0153","0202FIN0153_BEACH_2","Chautauqua","CAMP FINDLEY CHILDREN'S BEACH","SHORE",-79.719756,42.103435,"INTERPOLATION-OTHER","NAD83","B"
"0202-0004","Findley Lake",501000401,"Allegheny River","b","pond","IR5_impaired","0202FIN0153","0202FIN0153_C","Chautauqua","FINDLEY LAKE CENTROID","CENTROID",-79.726196,42.101898,"INTERPOLATION-OTHER","NAD83","B"
"0202-0004","Findley Lake",501000401,"Allegheny River","b","pond","IR5_impaired","0202FIN0153","0202FIN0153_W","Chautauqua","FINDLEY LAKE WEST SHORE","SHORE",-79.728743,42.100748,"INTERPOLATION-OTHER","NAD83","B"
"0202-0004","Findley Lake",501000401,"Allegheny River","b","pond","IR5_impaired","0202FIN0153","0202FIN0153_IN","Chautauqua","FINDLEY LAKE INLET","INLET",-79.734525,42.119155,"INTERPOLATION-OTHER","NAD83","B"
"0202-0004","Findley Lake",501000401,"Allegheny River","b","pond","IR5_impaired","0202FIN0153","0202FIN0153_OUT","Chautauqua","FINDLEY LAKE OUTLET","OUTLET",-79.720635,42.093039,"INTERPOLATION-OTHER","NAD83","B"
"0202-0008","Bear Lake",501000203,"Allegheny River","a","pond","IR5_impaired","0202BEA0131","0202BEA0131_DH","Chautauqua","BEAR LAKE DEEP HOLE","DEEP HOLE",-79.38433,42.348009,"GPS WIDE AREA AUGMENTATION SYSTEM","NAD83","A"
"0202-0008","Bear Lake",501000203,"Allegheny River","a","pond","IR5_impaired","0202BEA0131","0202BEA0131_C","Chautauqua","BEAR LAKE CENTROID","CENTROID",-79.383904,42.346802,"INTERPOLATION-OTHER","NAD83","A"
"0202-0020","Chautauqua Lake, South",501000202,"Allegheny River","a","pond","IR4c_impaired","0202CHA0122","0202CHA0122_LKWB","Chautauqua","LAKEWOOD BEACH","SHORE",-79.326436,42.106766,"INTERPOLATION-OTHER","NAD83","A"
"0202-0020","Chautauqua Lake, South",501000202,"Allegheny River","a","pond","IR4c_impaired","0202CHA0122","0202CHA0122_SCSL","Chautauqua","CHAUTAUQUA S CSLAP SITE 33.1","OTHER",-79.363881,42.123269,"INTERPOLATION-OTHER","NAD83","A"
"0202-0020","Chautauqua Lake, South",501000202,"Allegheny River","a","pond","IR4c_impaired","0202CHA0122","0202CHA0122_GRNHRST","Chautauqua","GREENHURST","SHORE",-79.309797,42.117133,"INTERPOLATION-OTHER","NAD83","A"
"0202-0020","Chautauqua Lake, South",501000202,"Allegheny River","a","pond","IR4c_impaired","0202CHA0122","0202CHA0122_CHAS","Chautauqua","UNIQUE S BASIN CLA SITE","OTHER",-79.358489,42.120933,"INTERPOLATION-OTHER","NAD83","A"
"0202-0020","Chautauqua Lake, South",501000202,"Allegheny River","a","pond","IR4c_impaired","0202CHA0122","0202CHA0122_CLA","Chautauqua","CLA","SHORE",-79.301616,42.10265,"INTERPOLATION-OTHER","NAD83","A"
"0202-0020","Chautauqua Lake, South",501000202,"Allegheny River","a","pond","IR4c_impaired","0202CHA0122","0202CHA0122_BRIG","Chautauqua","BRIDGE","SHORE",-79.385163,42.152331,"INTERPOLATION-OTHER","NAD83","A"
"0202-0020","Chautauqua Lake, South",501000202,"Allegheny River","a","pond","IR4c_impaired","0202CHA0122","0202CHA0122_BPDEC","Chautauqua","BEMUS POINT DEC LAUNCH RAMP","SHORE",-79.393483,42.156238,"INTERPOLATION-OTHER","NAD83","A"
"0202-0020","Chautauqua Lake, South",501000202,"Allegheny River","a","pond","IR4c_impaired","0202CHA0122","0202CHA0122_CHEN","Chautauqua","CHENEY AVE DOCK","SHORE",-79.325384,42.121896,"INTERPOLATION-OTHER","NAD83","A"
"0202-0020","Chautauqua Lake, South",501000202,"Allegheny River","a","pond","IR4c_impaired","0202CHA0122","0202CHA0122_CELL","Chautauqua","CELORON LIGHTHOUSE","SHORE",-79.282867,42.111317,"INTERPOLATION-OTHER","NAD83","A"
"0202-0046","Pickup Lake",501000204,"Allegheny River","c","pond","IR3_unassessed","0202PIC0140D","0202PIC0140D_C","Cattaraugus","PICKUP LAKE CENTROID","CENTROID",-78.991302,42.112099,"INTERPOLATION-OTHER","NAD83","C"
"0202-0053","Black Pond",501000201,"Allegheny River","c","pond","IR3_unassessed","0202BLA0144A","0202BLA0144A_C","Chautauqua","BLACK POND CENTROID","CENTROID",-79.191299,42.390701,"INTERPOLATION-OTHER","NAD83","C"
"0202-0054","West Mud Lake",501000201,"Allegheny River","c","pond","IR3_needs-verification","0202WMU0145","0202WMU0145_C","Chautauqua","WEST MUD LAKE CENTROID","CENTROID",-79.178299,42.400501,"INTERPOLATION-OTHER","NAD83","C"
"0202-0054","West Mud Lake",501000201,"Allegheny River","c","pond","IR3_needs-verification","0202WMU0145","0202WMU0145_DH","Chautauqua","WEST MUD LAKE DEEP HOLE","DEEP HOLE",-79.1779,42.40199,"GPS WIDE AREA AUGMENTATION SYSTEM","NAD83","C"
"0202-0072","Chautauqua Lake, North",501000202,"Allegheny River","a","pond","IR5_impaired","0202CHA0122","0202CHA0122_CIPB","Chautauqua","PIER BEACH","SHORE",-79.462444,42.210816,"INTERPOLATION-OTHER","NAD83","A"
"0202-0072","Chautauqua Lake, North",501000202,"Allegheny River","a","pond","IR5_impaired","0202CHA0122","0202CHA0122_LPPB","Chautauqua","LONG POINT PARK BEACH","SHORE",-79.412811,42.17215,"INTERPOLATION-OTHER","NAD83","A"
"0202-0072","Chautauqua Lake, North",501000202,"Allegheny River","a","pond","IR5_impaired","0202CHA0122","0202CHA0122_MAYB","Chautauqua","MAYVILLE BEACH","SHORE",-79.494302,42.242037,"INTERPOLATION-OTHER","NAD83","A"
"0202-0072","Chautauqua Lake, North",501000202,"Allegheny River","a","pond","IR5_impaired","0202CHA0122","0202CHA0122_BEACH_14","Chautauqua","VIKING LAKE PARK BEACH","SHORE",-79.42845,42.20359,"INTERPOLATION-OTHER","NAD83","A"
"0202-0072","Chautauqua Lake, North",501000202,"Allegheny River","a","pond","IR5_impaired","0202CHA0122","0202CHA0122_PPDEC","Chautauqua","PRENDERGAST POINT","SHORE",-79.440837,42.189358,"INTERPOLATION-OTHER","NAD83","A"
"0202-0072","Chautauqua Lake, North",501000202,"Allegheny River","a","pond","IR5_impaired","0202CHA0122","0202CHA0122_BEACH_10","Chautauqua","LAKE CHAUTAUQUA LUTHERAN CENTER","SHORE",-79.433712,42.210527,"INTERPOLATION-OTHER","NAD83","A"
"0202-0072","Chautauqua Lake, North",501000202,"Allegheny River","a","pond","IR5_impaired","0202CHA0122","0202CHA0122_WOOD","Chautauqua","WOODLAWN DOCK","SHORE",-79.431937,42.171258,"INTERPOLATION-OTHER","NAD83","A"
"0202-0072","Chautauqua Lake, North",501000202,"Allegheny River","a","pond","IR5_impaired","0202CHA0122","0202CHA0122_BEACH_5","Chautauqua","CAMP ONYAHSA CHILDREN'S CAMP","SHORE",-79.441879,42.232684,"INTERPOLATION-OTHER","NAD83","A"
"0202-0072","Chautauqua Lake, North",501000202,"Allegheny River","a","pond","IR5_impaired","0202CHA0122","0202CHA0122_BMSSTRT","Chautauqua","BEMUS STREET","SHORE",-79.398267,42.173283,"INTERPOLATION-OTHER","NAD83","A"
"0202-0072","Chautauqua Lake, North",501000202,"Allegheny River","a","pond","IR5_impaired","0202CHA0122","0202CHA0122_BEACH_3","Chautauqua","CAMP MERZ BEACH","SHORE",-79.487193,42.233841,"INTERPOLATION-OTHER","NAD83","A"
"0202-0072","Chautauqua Lake, North",501000202,"Allegheny River","a","pond","IR5_impaired","0202CHA0122","0202CHA0122_WLLWBRK","Chautauqua","WILLOWBROOK","SHORE",-79.402622,42.175125,"INTERPOLATION-OTHER","NAD83","A"
"0202-0072","Chautauqua Lake, North",501000202,"Allegheny River","a","pond","IR5_impaired","0202CHA0122","0202CHA0122_OPRBEACH","Chautauqua","LONG POINT SP BEACH","SHORE",-79.412811,42.17215,"INTERPOLATION-OTHER","NAD83","A"
"0202-0072","Chautauqua Lake, North",501000202,"Allegheny River","a","pond","IR5_impaired","0202CHA0122","0202CHA0122_STFY","Chautauqua","STOW FERRY","SHORE",-79.400533,42.15715,"INTERPOLATION-OTHER","NAD83","A"
"0202-0072","Chautauqua Lake, North",501000202,"Allegheny River","a","pond","IR5_impaired","0202CHA0122","0202CHA0122_WHIT","Chautauqua","WHITESIDE","SHORE",-79.421216,42.194033,"INTERPOLATION-OTHER","NAD83","A"
"0202-0072","Chautauqua Lake, North",501000202,"Allegheny River","a","pond","IR5_impaired","0202CHA0122","0202CHA0122_LPPM","Chautauqua","LONG POINT PARK MARINA","SHORE",-79.415552,42.172178,"INTERPOLATION-OTHER","NAD83","A"
"0202-0072","Chautauqua Lake, North",501000202,"Allegheny River","a","pond","IR5_impaired","0202CHA0122","0202CHA0122_CIUB","Chautauqua","UNIVERSITY BEACH","SHORE",-79.469183,42.2137,"INTERPOLATION-OTHER","NAD83","A"
"0202-0072","Chautauqua Lake, North",501000202,"Allegheny River","a","pond","IR5_impaired","0202CHA0122","0202CHA0122_CICD","Chautauqua","CENTRAL DOCK","SHORE",-79.462279,42.209356,"INTERPOLATION-OTHER","NAD83","A"
"0202-0072","Chautauqua Lake, North",501000202,"Allegheny River","a","pond","IR5_impaired","0202CHA0122","0202CHA0122_BBSE","Chautauqua","BEMUS BAY SHORE EDGE","SHORE",-79.39275,42.160633,"INTERPOLATION-OTHER","NAD83","A"
"0202-0072","Chautauqua Lake, North",501000202,"Allegheny River","a","pond","IR5_impaired","0202CHA0122","0202CHA0122_NCSL","Chautauqua","CHAUTAUQUA N CSLAP SITE 33","OTHER",-79.430702,42.180951,"INTERPOLATION-OTHER","NAD83","A"
"0202-0072","Chautauqua Lake, North",501000202,"Allegheny River","a","pond","IR5_impaired","0202CHA0122","0202CHA0122_DH","Chautauqua","CHAUTAUQUA LAKE NORTH BASIN DEEP HOLE (CSLAP SITE)","DEEP HOLE",-79.436259,42.196096,"INTERPOLATION-OTHER","NAD83","A"
"0202-0072","Chautauqua Lake, North",501000202,"Allegheny River","a","pond","IR5_impaired","0202CHA0122","0202CHA0122_BEACH_15","Chautauqua","WE WAN CHU/YERKEYS COTTAGES","SHORE",-79.454691,42.195328,"INTERPOLATION-OTHER","NAD83","A"
"0202-0072","Chautauqua Lake, North",501000202,"Allegheny River","a","pond","IR5_impaired","0202CHA0122","0202CHA0122_BEACH_2","Chautauqua","BOYS JIM CLUB OF AMERICA, INC.","SHORE",-79.431543,42.206311,"INTERPOLATION-OTHER","NAD83","A"
"0202-0072","Chautauqua Lake, North",501000202,"Allegheny River","a","pond","IR5_impaired","0202CHA0122","0202CHA0122_C","Chautauqua","CHAUTAUQUA LAKE CENTROID","CENTROID",-79.4385,42.202801,"INTERPOLATION-OTHER","NAD83","A"
"0202-0072","Chautauqua Lake, North",501000202,"Allegheny River","a","pond","IR5_impaired","0202CHA0122","0202CHA0122_BPHL","Chautauqua","BEMUS HOTEL LENHART","SHORE",-79.394974,42.158806,"INTERPOLATION-OTHER","NAD83","A"
"0202-0072","Chautauqua Lake, North",501000202,"Allegheny River","a","pond","IR5_impaired","0202CHA0122","0202CHA0122_CIHB","Chautauqua","HEINZ BEACH","SHORE",-79.460767,42.20595,"INTERPOLATION-OTHER","NAD83","A"
"0202-0072","Chautauqua Lake, North",501000202,"Allegheny River","a","pond","IR5_impaired","0202CHA0122","0202CHA0122_BEACH_4","Chautauqua","CAMP MISSION MEADOWS","SHORE",-79.4397,42.228114,"INTERPOLATION-OTHER","NAD83","A"
"0202-0072","Chautauqua Lake, North",501000202,"Allegheny River","a","pond","IR5_impaired","0202CHA0122","0202CHA0122_CROSS","Chautauqua","CROSSWINDS MARINA","SHORE",-79.439561,42.225512,"INTERPOLATION-OTHER","NAD83","A"
"0202-0072","Chautauqua Lake, North",501000202,"Allegheny River","a","pond","IR5_impaired","0202CHA0122","0202CHA0122_CIBG","Chautauqua","BOYS & GIRLS CLUB CHILDREN'S CAMP - CHAUTAUQUA INSITUTE","SHORE",-79.4603,42.204068,"INTERPOLATION-OTHER","NAD83","A"
"0202-0072","Chautauqua Lake, North",501000202,"Allegheny River","a","pond","IR5_impaired","0202CHA0122","0202CHA0122_CICB","Chautauqua","CHILDREN'S BEACH","SHORE",-79.462097,42.210913,"INTERPOLATION-OTHER","NAD83","A"
"0202-0072","Chautauqua Lake, North",501000202,"Allegheny River","a","pond","IR5_impaired","0202CHA0122","0202CHA0122_CHAN","Chautauqua","UNIQUE N BASIN CLA SITE","OTHER",-79.455423,42.219885,"INTERPOLATION-OTHER","NAD83","A"
"0202-0078","Camp Chautauqua Pond",501000204,"Allegheny River","c(t)","pond","IR3_unassessed","0202UWB5366","0202UWB5366_C","Cattaraugus","UNNAMED WATER CENTROID","CENTROID",-78.953102,42.101601,"INTERPOLATION-OTHER","NAD83","C(T)"
"0202-0078","Camp Chautauqua Pond",501000204,"Allegheny River","c(t)","pond","IR3_unassessed","0202UWB5366","0202UWB5366_DH","Cattaraugus","CAMP CHAUTAUQUA POND DEEP HOLE","DEEP HOLE",-78.952645,42.101998,"GPS WIDE AREA AUGMENTATION SYSTEM","NAD83","C(T)"
"0202-0078","Camp Chautauqua Pond",501000204,"Allegheny River","c(t)","pond","IR3_unassessed","0202UWB5366","0202UWB5366_BEACH","Cattaraugus","CAMP TIMBERCREST","SHORE",-78.952893,42.102984,"INTERPOLATION-OTHER","NAD83","C(T)"
"0202-0079","Hulburt/Clymer Pond",501000111,"Allegheny River","c","pond","IR5_impaired","0202CLY0150","0202CLY0150_DH","Chautauqua","CLYMER POND DEEP HOLE","DEEP HOLE",-79.625742,42.013744,"GPS WIDE AREA AUGMENTATION SYSTEM","NAD83","C"
"0202-0079","Hulburt/Clymer Pond",501000111,"Allegheny River","c","pond","IR5_impaired","0202CLY0150","0202CLY0150_C","Chautauqua","CLYMER POND CENTROID","CENTROID",-79.626503,42.0149,"INTERPOLATION-OTHER","NAD83","C"
"0202-0080","New Albion Lake",501000201,"Allegheny River","c(t)","pond","IR3_needs-verification","0202NEW5669","0202NEW5669_DH","Cattaraugus","NEW ALBION LAKE DEEP HOLE","DEEP HOLE",-78.91524,42.30303,"GPS WIDE AREA AUGMENTATION SYSTEM","NAD83","C(T)"
"0202-0080","New Albion Lake",501000201,"Allegheny River","c(t)","pond","IR3_needs-verification","0202NEW5669","0202NEW5669_C","Cattaraugus","NEW ALBION LAKE CENTROID","CENTROID",-78.909698,42.299801,"INTERPOLATION-OTHER","NAD83","C(T)"
"0301-0010","Braddock Bay",413000102,"Lake Ontario","b","pond","IR3_unassessed","0301BRA0155A","0301BRA0155A_C","Monroe","BRADDOCK BAY CENTROID","CENTROID",-77.715599,43.312302,"INTERPOLATION-OTHER","NAD83",NA
"0301-0012","Bond Lake",413000109,"Lake Ontario","b","pond","IR3_needs-verification","0301BON0190B","0301BON0190B_DH","Niagara","BOND LAKE DEEP HOLE","DEEP HOLE",-78.916952,43.181362,"INTERPOLATION-OTHER","NAD83","B"
"0301-0012","Bond Lake",413000109,"Lake Ontario","b","pond","IR3_needs-verification","0301BON0190B","0301BON0190B_C","Niagara","BOND LAKE CENTROID","CENTROID",-78.916702,43.181599,"INTERPOLATION-OTHER","NAD83","B"
"0301-0015","Long Pond",413000101,"Lake Ontario","b","pond","IR5_impaired","0301LON0154","0301LON0154_C","Monroe","Long Pond Centroid","CENTROID",-77.69364,43.2897,"INTERPOLATION","NAD83","B"
"0301-0015","Long Pond",413000101,"Lake Ontario","b","pond","IR5_impaired","0301LON0154","0301LON0154_IL2","Monroe","LONG POND INTERNAL LOADING SITE 2","OTHER",-77.694472,43.290722,"INTERPOLATION-OTHER","NAD83","B"
"0301-0015","Long Pond",413000101,"Lake Ontario","b","pond","IR5_impaired","0301LON0154","0301LON0154_DH","Monroe","LONG POND DEEP HOLE","DEEP HOLE",-77.68576,43.29287,"GPS WIDE AREA AUGMENTATION SYSTEM","NAD83","B"
"0301-0015","Long Pond",413000101,"Lake Ontario","b","pond","IR5_impaired","0301LON0154","0301LON0154_NE","Monroe","LONG POND NORTH EAST","SHORE",-77.689122,43.29247,"INTERPOLATION-OTHER","NAD83","B"
"0301-0015","Long Pond",413000101,"Lake Ontario","b","pond","IR5_impaired","0301LON0154","0301LON0154_IL1","Monroe","LONG POND INTERNAL LOADING SITE 1","OTHER",-77.686817,43.293251,"INTERPOLATION-OTHER","NAD83","B"
"0301-0016","Cranberry Pond",413000101,"Lake Ontario","b","pond","IR5_impaired","0301CRA0155","0301CRA0155_DH","Monroe","CRANBERRY POND DEEP HOLE","DEEP HOLE",-77.698107,43.301303,"GPS WIDE AREA AUGMENTATION SYSTEM","NAD83","B"
"0301-0016","Cranberry Pond",413000101,"Lake Ontario","b","pond","IR5_impaired","0301CRA0155","0301CRA0155_C","Monroe","CRANBERRY POND CENTROID","CENTROID",-77.697304,43.300499,"INTERPOLATION-OTHER","NAD83","B"
"0301-0017","Buck Pond",413000101,"Lake Ontario","b","pond","IR5_impaired","0301BUC0153","0301BUC0153_DH","Monroe","BUCK POND DEEP HOLE","DEEP HOLE",-77.66383,43.28151,"GPS WIDE AREA AUGMENTATION SYSTEM","NAD83","B"
"0301-0017","Buck Pond",413000101,"Lake Ontario","b","pond","IR5_impaired","0301BUC0153","0301BUC0153_C","Monroe","Buck Pond Centroid","CENTROID",-77.62852,43.45116,"INTERPOLATION","NAD83","B"
"0301-0018","Round Pond",413000101,"Lake Ontario","c","pond","IR3_unassessed","0300ONT0000","0300ONT0000_DH","Monroe","ROUND POND (LAKE ONTARIO)","DEEP HOLE",-77.646016,43.27434,"GPS WIDE AREA AUGMENTATION SYSTEM","NAD83","C"
"0301-0021","Little Pond",413000101,"Lake Ontario","c","pond","IR3_unassessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0301-0031","McCargo/Jefferson Lake",413000103,"Lake Ontario","c","pond","IR3_unassessed","0301MCC0162S","0301MCC0162S_C","Orleans","MCCARGO LAKE CENTROID","CENTROID",-78.094002,43.233002,"INTERPOLATION-OTHER","NAD83","C"
"0301-0035","Waterport Pond",413000104,"Lake Ontario","c","pond","IR3_needs-verification","0301WAT0166","0301WAT0166_C","Orleans","WATERPORT RESERVOIR CENTROID","CENTROID",-78.258499,43.3213,"INTERPOLATION-OTHER","NAD83","C"
"0301-0035","Waterport Pond",413000104,"Lake Ontario","c","pond","IR3_needs-verification","0301WAT0166","0301WAT0166_DH","Ontario","Waterport Reservoir DEEP HOLE","DEEP HOLE",-77.285607,42.82157,"GPS - UNSPECIFIED","WGS84","C"
"0301-0039","Albion Reservoir No.2",413000104,"Lake Ontario","a","pond","IR3_unassessed","0301ALB0166H","0301ALB0166H_C","Orleans","ALBION RS NO 2 CENTROID","CENTROID",-78.250702,43.227299,"INTERPOLATION-OTHER","NAD83","A"
"0301-0041","Glenwood Lake",413000104,"Lake Ontario","c","pond","IR5_impaired","0301GLE0167","0301GLE0167_DH","Orleans","GLENWOOD LAKE DEEP HOLE","DEEP HOLE",-78.3897,43.234285,"GPS WIDE AREA AUGMENTATION SYSTEM","NAD83","C"
"0301-0041","Glenwood Lake",413000104,"Lake Ontario","c","pond","IR5_impaired","0301GLE0167","0301GLE0167_C","Orleans","GLENWOOD LAKE CENTROID","CENTROID",-78.389099,43.233398,"INTERPOLATION-OTHER","NAD83","C"
"0301-0042","Upper Stafford Marsh",413000104,"Lake Ontario","c","pond","IR3_needs-verification","0301GOO0167O","0301GOO0167O_DH","Ontario","Goose Pond DEEP HOLE","DEEP HOLE",-77.285607,42.82157,"GPS - UNSPECIFIED","WGS84","C"
"0301-0042","Upper Stafford Marsh",413000104,"Lake Ontario","c","pond","IR3_needs-verification","0301GOO0167O","0301GOO0167O_C","Genesee","GOOSE POND CENTROID","CENTROID",-78.276802,43.118698,"INTERPOLATION-OTHER","NAD83","C"
"0301-0043","Lyndonville Reservoir",413000105,"Lake Ontario","c","pond","IR3_unassessed","0301UWB0172","0301UWB0172_C","Orleans","UNNAMED WATER CENTROID","CENTROID",-78.391998,43.3213,"INTERPOLATION-OTHER","NAD83","C"
"0301-0047","Middleport Reservoir",413000105,"Lake Ontario","a","pond","IR3_needs-verification","0301MID0177A","0301MID0177A_DH","Ontario","Middleport Reservoir DEEP HOLE","DEEP HOLE",-77.285607,42.82157,"GPS - UNSPECIFIED","WGS84","A"
"0301-0047","Middleport Reservoir",413000105,"Lake Ontario","a","pond","IR3_needs-verification","0301MID0177A","0301MID0177A_C","Niagara","MIDDLEPORT RESERVOIR CENTROID","CENTROID",-78.475197,43.188999,"INTERPOLATION-OTHER","NAD83","A"
"0301-0053","Lake Ontario Shoreline, Western",413000109,"Lake Ontario","a","pond","IR5_impaired",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0301-0068","Rochester Embayment - West",413000101,"Lake Ontario","a","pond","IR5_impaired",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0301-0069","Lake Ontario Shoreline, Western",413000102,"Lake Ontario","a","pond","IR5_impaired",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0301-0070","Lake Ontario Shoreline, Western",413000103,"Lake Ontario","a","pond","IR5_impaired",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0301-0071","Lake Ontario Shoreline, Western",413000106,"Lake Ontario","a","pond","IR5_impaired",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0301-0072","Lake Ontario Shoreline, Western",413000108,"Lake Ontario","a","pond","IR5_impaired",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0302-0001","Irondequoit Bay",414010107,"Lake Ontario","b","pond","IR5_impaired","0302IRO0113","0302IRO0113_DH","Monroe","IRONDEQUOIT BAY DEEP HOLE","DEEP HOLE",-77.53515,43.217737,"GPS WIDE AREA AUGMENTATION SYSTEM","NAD83","B"
"0302-0001","Irondequoit Bay",414010107,"Lake Ontario","b","pond","IR5_impaired","0302IRO0113","0302IRO0113_C","Monroe","IRONDEQUOIT BAY CENTROID","CENTROID",-77.522003,43.191799,"INTERPOLATION-OTHER","NAD83","B"
"0302-0002","Rochester Embayment - East",414010107,"Lake Ontario","a","pond","IR5_impaired",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0302-0011","East Bay",414010103,"Lake Ontario","b","pond","IR5_impaired","0302EAS0093","0302EAS0093_DH","Wayne","EAST BAY LAKE ONTARIO DEEP HOLE","DEEP HOLE",-76.891675,43.29329,"GPS WIDE AREA AUGMENTATION SYSTEM","NAD83","B"
"0302-0011","East Bay",414010103,"Lake Ontario","b","pond","IR5_impaired","0302EAS0093","0302EAS0093_C","Wayne","EAST BAY CENTROID","CENTROID",-76.891899,43.2901,"INTERPOLATION-OTHER","NAD83","B"
"0302-0012","Port Bay",414010103,"Lake Ontario","b","pond","IR4a_impaired","0302POR0089","0302POR0089_DH","Wayne","PORT BAY DEEP HOLE","DEEP HOLE",-76.82786,43.296496,"GPS WIDE AREA AUGMENTATION SYSTEM","NAD83","B"
